OrderID,OrderTransactTime,ExecutionTransactTime,Symbol,Side,OrderQty,LimitPrice,AvgPx,LastMkt
ID340521,20250910-14:19:33.091,20250910-14:19:33.453,OPEN,2,386,6.22,6.220200,ID1516
ID339893,20250910-14:19:06.591,20250910-14:19:33.538,WLDS,2,65,5.65,5.650000,ID1516
ID339324,20250910-14:18:45.813,20250910-14:19:34.250,AMZN,1,1,234,234.000000,ID1516
ID340239,20250910-14:19:21.684,20250910-14:19:36.644,MSFT,2,25,501.5,501.500000,ID1516
ID340632,20250910-14:19:36.617,20250910-14:19:36.768,TRSG,2,227,1.62,1.621000,ID1516
ID340524,20250910-14:19:33.234,20250910-14:19:37.599,PTNM,1,50,7.6,7.600000,ID1516
ID340667,20250910-14:19:38.558,20250910-14:19:38.780,BIDU,2,13,107.45,107.530600,ID1516
ID339039,20250910-14:18:37.235,20250910-14:19:38.931,SOXL,2,4,28.5,28.500000,ID1516
ID340440,20250910-14:19:30.647,20250910-14:19:39.097,PTNM,1,300,7.57,7.570000,ID1516
ID340682,20250910-14:19:39.020,20250910-14:19:39.218,ZONE,2,26,4.05,4.050000,ID1516
ID179471,20250910-12:00:02.728,20250910-14:19:39.556,BTBT,2,110,3,3.000000,ID1516
ID340699,20250910-14:19:39.455,20250910-14:19:39.577,OCTO,2,1,32.67,32.672700,ID1516
ID307196,20250910-14:00:18.438,20250910-14:19:39.579,DSY,1,300,1.83,1.830000,ID1516
ID340623,20250910-14:19:36.319,20250910-14:19:40.280,GLE,2,130,1.29,1.290000,ID1516
ID340255,20250910-14:19:22.590,20250910-14:19:40.473,GLE,2,158,1.3,1.300000,ID1516
ID340414,20250910-14:19:29.380,20250910-14:19:41.532,AAPL,1,59,228.41,228.410000,ID1516
ID331026,20250910-14:13:46.054,20250910-14:19:42.407,REVB,2,63,2.49,2.490000,ID1516
ID340721,20250910-14:19:40.625,20250910-14:19:43.610,GLE,1,415,1.29,1.290000,ID1516
ID340037,20250910-14:19:12.521,20250910-14:19:43.628,GLTO,2,200,2.9,2.900000,ID1516
ID340735,20250910-14:19:41.075,20250910-14:19:43.639,SQQQ,1,230,16.88,16.880000,ID1516
ID340556,20250910-14:19:34.129,20250910-14:19:43.980,MWYN,1,30,2.06,2.060000,ID1516
ID340773,20250910-14:19:43.749,20250910-14:19:44.076,JBDI,1,18,1.82,1.819500,ID1516
ID333381,20250910-14:15:01.083,20250910-14:19:44.915,WETH,1,500,1.08,1.080000,ID1516
ID340813,20250910-14:19:45.148,20250910-14:19:45.263,MFH,2,1,7.13,7.151700,ID1516
ID340833,20250910-14:19:45.979,20250910-14:19:46.350,MWYN,1,400,2.07,2.068800,ID1516
ID337060,20250910-14:17:21.941,20250910-14:19:48.925,IVVD,2,10,1.26,1.260000,ID1516
ID319623,20250910-14:07:00.507,20250910-14:19:48.925,IVVD,2,640,1.26,1.260000,ID1516
ID320548,20250910-14:07:31.494,20250910-14:19:48.936,CDTG,2,100,1,1.000000,ID1516
ID340905,20250910-14:19:49.671,20250910-14:19:50.014,NVDA,1,20,177.68,176.949500,ID1516
ID340913,20250910-14:19:50.236,20250910-14:19:50.470,MWYN,1,1145,2.08,2.080000,ID1516
ID340944,20250910-14:19:50.876,20250910-14:19:51.018,AIRE,1,1900,0.6833,0.683300,ID1516
ID340996,20250910-14:19:52.191,20250910-14:19:52.433,DUOL,2,100,282.02,282.020600,ID1516
ID336418,20250910-14:16:59.750,20250910-14:19:52.725,META,2,30,757.5,757.500000,ID1516
ID341032,20250910-14:19:53.251,20250910-14:19:53.387,OCTO,2,1,32.78,32.780000,ID1516
ID340352,20250910-14:19:26.518,20250910-14:19:53.387,OCTO,2,1,32.79,32.790000,ID1516
ID340795,20250910-14:19:44.393,20250910-14:19:53.446,PTNM,1,200,7.59,7.590000,ID1516
ID341035,20250910-14:19:53.252,20250910-14:19:53.621,MWYN,1,359,2.07,2.068934,ID1516
ID340472,20250910-14:19:31.865,20250910-14:19:54.090,MIMI,1,7,11.08,11.080000,ID1516
ID333724,20250910-14:15:14.080,20250910-14:19:54.310,TSLA,2,34,350,350.000000,ID1516
ID338471,20250910-14:18:15.440,20250910-14:19:54.311,TSLA,2,20,350,350.000000,ID1516
ID341082,20250910-14:19:54.483,20250910-14:19:55.049,TSM,2,2,260.6,260.600000,ID1516
ID338598,20250910-14:18:20.078,20250910-14:19:55.715,CWD,2,7,9.03,9.030000,ID1516
ID340507,20250910-14:19:32.956,20250910-14:19:56.314,PTNM,1,1,7.5,7.500000,ID1516
ID341008,20250910-14:19:52.419,20250910-14:19:56.631,MWYN,1,1297,2.05,2.050000,ID1516
ID339364,20250910-14:18:46.964,20250910-14:19:57.343,MSTZ,1,1000,5.02,5.020000,ID1516
ID340836,20250910-14:19:46.201,20250910-14:19:57.676,PYPL,1,13,66.95,66.950000,ID1516
ID340390,20250910-14:19:28.154,20250910-14:19:57.733,MWYN,1,503,2.04,2.040000,ID1516
ID341147,20250910-14:19:57.612,20250910-14:19:57.734,AIRE,1,43,0.6801,0.676290,ID1516
ID341203,20250910-14:19:59.569,20250910-14:20:00.307,KAPA,1,300,1.95,1.950000,ID1516
ID339015,20250910-14:18:36.201,20250910-14:20:00.416,VOR,1,20,1.87,1.870000,ID1516
ID339426,20250910-14:18:49.055,20250910-14:20:00.416,VOR,1,500,1.87,1.870000,ID1516
ID340661,20250910-14:19:38.148,20250910-14:20:00.531,DOCU,1,300,79.8,79.800000,ID1516
ID338686,20250910-14:18:23.309,20250910-14:20:00.550,PTNM,1,100,7,7.000000,ID1516
ID336473,20250910-14:17:01.178,20250910-14:20:00.743,PTNM,1,150,6.89,6.890000,ID1516
ID341238,20250910-14:20:00.638,20250910-14:20:00.882,WLDS,1,99,5.62,5.620000,ID1516
ID341214,20250910-14:19:59.932,20250910-14:20:02.306,RBNE,2,133,3.06,3.060000,ID1516
ID341246,20250910-14:20:00.785,20250910-14:20:02.306,RBNE,2,100,3.06,3.060000,ID1516
ID337605,20250910-14:17:41.706,20250910-14:20:02.475,NAK,2,12,0.8271,0.827100,ID1516
ID341299,20250910-14:20:02.567,20250910-14:20:02.939,JBDI,2,3,1.81,1.810000,ID1516
ID341249,20250910-14:20:00.858,20250910-14:20:03.046,ORCL,1,5,335.05,335.050000,ID1516
ID341302,20250910-14:20:02.657,20250910-14:20:03.194,TRSG,2,700,1.61,1.620143,ID1516
ID341307,20250910-14:20:02.826,20250910-14:20:03.202,MWYN,2,182,2.02,2.021600,ID1516
ID341323,20250910-14:20:03.753,20250910-14:20:04.134,MWYN,1,54,2.03,2.028300,ID1516
ID341333,20250910-14:20:04.058,20250910-14:20:04.326,AAPL,1,2,228.5,228.399400,ID1516
ID341252,20250910-14:20:00.866,20250910-14:20:04.920,UNH,2,10,342.27,342.270000,ID1516
ID341350,20250910-14:20:04.775,20250910-14:20:05.149,MWYN,1,93,2.05,2.028300,ID1516
ID341241,20250910-14:20:00.731,20250910-14:20:05.517,OCTO,2,1,32.96,32.960000,ID1516
ID341377,20250910-14:20:06.132,20250910-14:20:06.498,LUMN,1,104,6.13,6.000000,ID1516
ID341405,20250910-14:20:07.551,20250910-14:20:07.676,TSLA,1,115,349.77,349.768000,ID1516
ID341339,20250910-14:20:04.090,20250910-14:20:08.350,AEHL,1,300,5.83,5.830000,ID1516
ID341434,20250910-14:20:09.053,20250910-14:20:09.173,RAYA,1,12100,0.0377,0.037500,ID1516
ID341019,20250910-14:19:52.678,20250910-14:20:09.425,MWYN,2,196,2.08,2.080000,ID1516
ID340982,20250910-14:19:51.863,20250910-14:20:10.144,LCID,1,13,19.39,19.390000,ID1516
ID335221,20250910-14:16:12.652,20250910-14:20:10.144,LCID,1,50,19.39,19.390000,ID1516
ID335933,20250910-14:16:42.158,20250910-14:20:10.145,LCID,1,1,19.38,19.380000,ID1516
ID341473,20250910-14:20:11.195,20250910-14:20:11.315,OCTO,2,1,33,33.354700,ID1516
ID341402,20250910-14:20:07.503,20250910-14:20:11.511,MWYN,2,240,2.1,2.100000,ID1516
ID341485,20250910-14:20:11.403,20250910-14:20:11.926,ORCL,1,120,336,335.159483,ID1516
ID341492,20250910-14:20:11.581,20250910-14:20:11.949,NVO,2,20,54.35,54.360200,ID1516
ID291830,20250910-13:52:16.102,20250910-14:20:12.288,AVGO,5,100,366.2,366.200000,ID1516
ID340710,20250910-14:19:39.724,20250910-14:20:13.456,DSY,1,1627,1.83,1.830000,ID1516
ID341525,20250910-14:20:12.857,20250910-14:20:13.675,BABA,2,8,144.73,144.810000,ID1516
ID341276,20250910-14:20:02.156,20250910-14:20:13.951,RBNE,1,268,3.06,3.060000,ID1516
ID340840,20250910-14:19:46.387,20250910-14:20:14.489,MWYN,2,402,2.15,2.150000,ID1516
ID340296,20250910-14:19:24.288,20250910-14:20:14.489,MWYN,2,200,2.15,2.150000,ID1516
ID340481,20250910-14:19:32.171,20250910-14:20:14.489,MWYN,2,50,2.15,2.150000,ID1516
ID341425,20250910-14:20:08.684,20250910-14:20:14.759,REVB,1,46,2.5,2.500000,ID1516
ID341574,20250910-14:20:15.185,20250910-14:20:15.548,RMTI,2,60,1.71,1.710200,ID1516
ID341588,20250910-14:20:16.030,20250910-14:20:16.187,PTNM,1,1000,6.91,6.712880,ID1516
ID341465,20250910-14:20:11.065,20250910-14:20:17.636,VKTX,1,224,25.31,25.310000,ID1516
ID341644,20250910-14:20:17.939,20250910-14:20:18.084,HIMS,1,100,49,49.000000,ID1516
ID341650,20250910-14:20:18.122,20250910-14:20:18.256,CGTL,1,500,0.7749,0.765392,ID1516
ID333313,20250910-14:14:58.306,20250910-14:20:18.511,MWYN,2,100,2.2,2.200000,ID1516
ID341355,20250910-14:20:05.142,20250910-14:20:19.113,AIRE,1,262,0.6809,0.680900,ID1516
ID340962,20250910-14:19:51.564,20250910-14:20:19.230,MWYN,2,150,2.2,2.200000,ID1516
ID299039,20250910-13:56:01.656,20250910-14:20:19.626,TAL,1,100,10.5,10.500000,ID1516
ID340329,20250910-14:19:25.605,20250910-14:20:19.713,RITR,1,100,5.17,5.170000,ID1516
ID340366,20250910-14:19:27.279,20250910-14:20:19.713,RITR,1,100,5.17,5.170000,ID1516
ID341670,20250910-14:20:18.479,20250910-14:20:19.824,MWYN,1,3000,2.18,2.180000,ID1516
ID341692,20250910-14:20:19.225,20250910-14:20:19.886,TDTH,2,45,1.06,1.060000,ID1516
ID341735,20250910-14:20:20.140,20250910-14:20:20.258,OCTO,2,1,33.27,33.273000,ID1516
ID341732,20250910-14:20:20.139,20250910-14:20:20.783,WRAP,1,109,1.68,1.679817,ID1516
ID341759,20250910-14:20:21.911,20250910-14:20:22.274,LCID,1,126,19.4,19.390000,ID1516
ID325795,20250910-14:10:29.117,20250910-14:20:22.409,CNTX,2,8864,0.85,0.850000,ID1516
ID341783,20250910-14:20:23.328,20250910-14:20:23.688,HSBC,1,50,67.94,67.929800,ID1516
ID341800,20250910-14:20:23.683,20250910-14:20:24.055,OPEN,2,500,6.21,6.212700,ID1516
ID341820,20250910-14:20:24.290,20250910-14:20:24.411,YYGH,1,35,0.3692,0.369200,ID1516
ID341807,20250910-14:20:23.769,20250910-14:20:25.269,MWYN,1,4683,2.14,2.140000,ID1516
ID341872,20250910-14:20:25.806,20250910-14:20:26.148,DIPS,1,10,6.39,6.389500,ID1516
ID46217,20250910-08:38:29.023,20250910-14:20:26.281,STEC,2,334,2.2,2.200000,ID1516
ID13346,20250910-08:05:53.514,20250910-14:20:26.281,STEC,2,500,2.21,2.210000,ID1516
ID341896,20250910-14:20:26.774,20250910-14:20:26.887,STEC,2,15,2.15,2.210000,ID1516
ID341388,20250910-14:20:06.630,20250910-14:20:26.965,WLDS,2,66,5.62,5.620000,ID1516
ID341860,20250910-14:20:25.503,20250910-14:20:27.412,MWYN,1,200,2.14,2.140000,ID1516
ID341922,20250910-14:20:27.940,20250910-14:20:28.067,PTNM,1,100,6.66,6.660000,ID1516
ID340979,20250910-14:19:51.831,20250910-14:20:28.257,WLDS,2,40,5.69,5.690000,ID1516
ID341890,20250910-14:20:26.240,20250910-14:20:29.440,PTNM,1,89,6.6,6.600000,ID1516
ID341956,20250910-14:20:29.361,20250910-14:20:29.488,ORCL,1,10,335.19,335.186500,ID1516
ID203199,20250910-12:32:19.528,20250910-14:20:30.236,KIDZ,2,150,1.5,1.500000,ID1516
ID341076,20250910-14:19:54.430,20250910-14:20:30.236,KIDZ,2,90,1.5,1.500000,ID1516
ID341980,20250910-14:20:30.405,20250910-14:20:30.924,DGNX,2,60,10.51,11.500000,ID1516
ID341754,20250910-14:20:21.584,20250910-14:20:31.016,SOLT,1,100,28.01,28.010000,ID1516
ID342000,20250910-14:20:31.178,20250910-14:20:31.530,VMEO,1,1,7.77,7.749500,ID1516
ID342020,20250910-14:20:31.768,20250910-14:20:31.878,ATI,2,13,77.07,77.070500,ID1516
ID331683,20250910-14:14:07.955,20250910-14:20:32.139,UPST,2,40,64.02,64.020000,ID1516
ID342028,20250910-14:20:32.465,20250910-14:20:32.670,PTNM,2,300,6.56,6.641067,ID1516
ID342041,20250910-14:20:32.697,20250910-14:20:32.899,MU,2,20,141.27,141.380600,ID1516
ID342032,20250910-14:20:32.504,20250910-14:20:32.955,REVB,1,30,2.5,2.500000,ID1516
ID341900,20250910-14:20:26.828,20250910-14:20:33.437,JBDI,1,1000,1.81,1.810000,ID1516
ID342059,20250910-14:20:33.163,20250910-14:20:33.502,SES,1,500,1.16,1.159800,ID1516
ID341994,20250910-14:20:30.979,20250910-14:20:34.093,OCTO,2,1,33.48,33.480000,ID1516
ID342010,20250910-14:20:31.454,20250910-14:20:34.671,BBAI,1,440,4.86,4.860000,ID1516
ID342147,20250910-14:20:36.729,20250910-14:20:36.840,TLIH,2,340,0.5811,0.583600,ID1516
ID341915,20250910-14:20:27.426,20250910-14:20:37.402,MWYN,2,99,2.14,2.140000,ID1516
ID342161,20250910-14:20:37.240,20250910-14:20:37.472,ARMG,2,60,12.6,12.610600,ID1516
ID295664,20250910-13:54:17.156,20250910-14:20:38.120,GLW,2,69,74.6,74.600000,ID1516
ID337494,20250910-14:17:36.979,20250910-14:20:38.335,XHLD,2,250,0.34,0.340000,ID1516
ID342004,20250910-14:20:31.193,20250910-14:20:39.130,AAPU,2,1600,26.47,26.470000,ID1516
ID342220,20250910-14:20:39.389,20250910-14:20:39.504,TSLA,2,45,350,350.012000,ID1516
ID342224,20250910-14:20:39.480,20250910-14:20:39.723,PTNM,1,53,6.85,6.839400,ID1516
ID342238,20250910-14:20:39.872,20250910-14:20:40.009,DGNX,2,25,12,12.000000,ID1516
ID342254,20250910-14:20:40.560,20250910-14:20:40.925,AMPX,1,30,8.01,8.000000,ID1516
ID340513,20250910-14:19:33.050,20250910-14:20:41.971,GNPX,2,1800,0.2483,0.248300,ID1516
ID334830,20250910-14:15:56.572,20250910-14:20:42.780,EDHL,2,350,1.02,1.120000,ID1516
ID339639,20250910-14:18:56.447,20250910-14:20:42.780,EDHL,2,75,1.02,1.120000,ID1516
ID339466,20250910-14:18:50.022,20250910-14:20:42.780,EDHL,2,600,1.02,1.120000,ID1516
ID338237,20250910-14:18:06.542,20250910-14:20:42.781,EDHL,2,557,1.07,1.120000,ID1516
ID339596,20250910-14:18:54.459,20250910-14:20:42.781,EDHL,2,200,1.14,1.140000,ID1516
ID342250,20250910-14:20:40.027,20250910-14:20:42.796,EDHL,1,370,1.08,1.080000,ID1516
ID342322,20250910-14:20:42.919,20250910-14:20:43.236,LCID,2,2,19.38,19.380500,ID1516
ID342286,20250910-14:20:41.356,20250910-14:20:43.325,OXY,1,23,45.57,45.570000,ID1516
ID342329,20250910-14:20:43.033,20250910-14:20:43.363,SMCI,2,25,45.44,45.450500,ID1516
ID342177,20250910-14:20:38.107,20250910-14:20:43.491,ORCX,1,263,57.71,57.710000,ID1516
ID342346,20250910-14:20:43.470,20250910-14:20:43.840,MWYN,2,359,2.15,2.151200,ID1516
ID342352,20250910-14:20:43.879,20250910-14:20:44.388,BMNR,2,10,48.35,48.400800,ID1516
ID342364,20250910-14:20:44.233,20250910-14:20:44.590,INTC,1,3,24.5,24.469800,ID1516
ID342440,20250910-14:20:45.306,20250910-14:20:45.499,RITR,1,100,5.18,5.180000,ID1516
ID341280,20250910-14:20:02.173,20250910-14:20:46.742,EWS,1,1,28.94,28.940000,ID1516
ID342247,20250910-14:20:40.017,20250910-14:20:47.824,MWYN,1,98,2.13,2.130000,ID1516
ID342113,20250910-14:20:34.747,20250910-14:20:47.825,MWYN,1,41,2.12,2.120000,ID1516
ID342217,20250910-14:20:39.371,20250910-14:20:47.825,MWYN,1,300,2.12,2.120000,ID1516
ID342500,20250910-14:20:47.665,20250910-14:20:48.218,RLX,2,3000,2.7,2.700000,ID1516
ID342520,20250910-14:20:48.593,20250910-14:20:48.932,EDHL,1,900,1.18,1.119500,ID1516
ID335729,20250910-14:16:34.323,20250910-14:20:49.560,JBDI,1,275,1.8,1.800000,ID1516
ID280870,20250910-13:46:56.191,20250910-14:20:49.560,JBDI,1,300,1.79,1.790000,ID1516
ID342443,20250910-14:20:45.347,20250910-14:20:49.780,GLE,1,926,1.32,1.320000,ID1516
ID342279,20250910-14:20:41.188,20250910-14:20:49.780,AVGO,1,22,366.33,366.330000,ID1516
ID342573,20250910-14:20:50.592,20250910-14:20:51.234,TDTH,2,319,1.06,1.060000,ID1516
ID342601,20250910-14:20:51.601,20250910-14:20:52.156,TSLA,1,100,349.93,349.880100,ID1516
ID341361,20250910-14:20:05.464,20250910-14:20:52.461,COIN,1,5,322.7,322.700000,ID1516
ID342397,20250910-14:20:45.045,20250910-14:20:52.840,OCTO,2,1,33.56,33.560000,ID1516
ID342094,20250910-14:20:34.444,20250910-14:20:53.476,TSM,1,5,260.8,260.800000,ID1516
ID340382,20250910-14:19:27.744,20250910-14:20:53.514,EDHL,1,972,1.05,1.050000,ID1516
ID337446,20250910-14:17:34.430,20250910-14:20:53.525,EDHL,1,567,1.03,1.030000,ID1516
ID334610,20250910-14:15:49.233,20250910-14:20:53.526,EDHL,1,23,1.02,1.020000,ID1516
ID336434,20250910-14:17:00.081,20250910-14:20:53.526,EDHL,1,160,1.02,1.020000,ID1516
ID338659,20250910-14:18:22.583,20250910-14:20:53.526,EDHL,1,200,1.02,1.020000,ID1516
ID337713,20250910-14:17:45.811,20250910-14:20:53.526,EDHL,1,622,1.02,1.020000,ID1516
ID339138,20250910-14:18:41.364,20250910-14:20:53.526,EDHL,1,268,1.02,1.020000,ID1516
ID338654,20250910-14:18:22.055,20250910-14:20:53.526,EDHL,1,504,1.02,1.020000,ID1516
ID340935,20250910-14:19:50.738,20250910-14:20:53.526,EDHL,1,400,1.02,1.020000,ID1516
ID342598,20250910-14:20:51.511,20250910-14:20:53.526,EDHL,1,100,1.02,1.020000,ID1516
ID342633,20250910-14:20:53.232,20250910-14:20:54.292,KRKR,2,10,9.66,9.660000,ID1516
ID342697,20250910-14:20:56.027,20250910-14:20:56.206,HUT,1,50,31.26,31.259120,ID1516
ID342709,20250910-14:20:56.341,20250910-14:20:57.173,DGNX,2,10,11.57,11.570000,ID1516
ID342729,20250910-14:20:57.255,20250910-14:20:58.311,NVFY,2,1500,4.8,4.820333,ID1516
ID342753,20250910-14:20:58.238,20250910-14:20:58.430,MU,1,58,141.23,141.149000,ID1516
ID342758,20250910-14:20:58.317,20250910-14:20:58.453,EDHL,2,38,1.06,1.060000,ID1516
ID341112,20250910-14:19:56.287,20250910-14:20:59.395,WLDS,1,200,5.5,5.500000,ID1516
ID342779,20250910-14:20:59.580,20250910-14:21:00.255,HIMS,1,400,49,49.000000,ID1516
ID341296,20250910-14:20:02.534,20250910-14:21:00.364,ORCL,5,13,335.52,335.520000,ID1516
ID342793,20250910-14:21:00.135,20250910-14:21:00.501,RBNE,2,74,3.01,3.010000,ID1516
ID337807,20250910-14:17:49.245,20250910-14:21:00.778,EDHL,1,194,1,1.000000,ID1516
ID342298,20250910-14:20:41.977,20250910-14:21:01.002,AAPL,1,40,228.3,228.300000,ID1516
ID341835,20250910-14:20:24.837,20250910-14:21:01.048,AAPL,1,16,228.26,228.260000,ID1516
ID342838,20250910-14:21:01.090,20250910-14:21:01.206,TSSI,1,100,16,15.988800,ID1516
ID333799,20250910-14:15:18.068,20250910-14:21:02.518,JBDI,1,111,1.77,1.770000,ID1516
ID342885,20250910-14:21:03.066,20250910-14:21:03.178,EDHL,1,43,1.06,0.970000,ID1516
ID268506,20250910-13:41:03.534,20250910-14:21:03.318,LULU,1,1,165,165.000000,ID1516
ID280156,20250910-13:46:38.649,20250910-14:21:03.536,OFAL,2,500,1.46,1.460000,ID1516
ID342906,20250910-14:21:03.869,20250910-14:21:04.000,TSLA,2,2,349.74,349.862700,ID1516
ID336574,20250910-14:17:05.223,20250910-14:21:04.662,CWD,2,150,9.06,9.060000,ID1516
ID342923,20250910-14:21:04.580,20250910-14:21:04.714,GLE,2,29,1.32,1.330000,ID1516
ID342960,20250910-14:21:05.997,20250910-14:21:06.369,GLE,2,478,1.3,1.320900,ID1516
ID322939,20250910-14:08:45.078,20250910-14:21:06.456,AMDL,2,50,10.3,10.300000,ID1516
ID342842,20250910-14:21:01.229,20250910-14:21:06.621,MWYN,1,166,2.15,2.150000,ID1516
ID342929,20250910-14:21:04.781,20250910-14:21:06.636,MWYN,1,100,2.14,2.140000,ID1516
ID342972,20250910-14:21:06.281,20250910-14:21:07.236,MBLY,1,50,14.49,14.489920,ID1516
ID343003,20250910-14:21:07.499,20250910-14:21:07.863,TELO,2,8,1.3,1.300200,ID1516
ID342170,20250910-14:20:37.861,20250910-14:21:08.985,GNPX,1,6000,0.2475,0.247500,ID1516
ID340724,20250910-14:19:40.806,20250910-14:21:09.011,TTD,1,3,48.75,48.750000,ID1516
ID343018,20250910-14:21:08.659,20250910-14:21:09.023,REVB,1,20,2.51,2.510000,ID1516
ID343010,20250910-14:21:08.008,20250910-14:21:09.054,NVDA,2,2,177.22,177.220000,ID1516
ID343065,20250910-14:21:10.122,20250910-14:21:10.489,JBDI,1,147,1.85,1.800000,ID1516
ID343123,20250910-14:21:12.536,20250910-14:21:12.641,EDHL,1,36,0.97,0.970000,ID1516
ID343129,20250910-14:21:12.619,20250910-14:21:13.123,ZETA,1,13,19.5,19.490000,ID1516
ID343135,20250910-14:21:12.678,20250910-14:21:13.233,TELO,2,1667,1.3,1.300000,ID1516
ID343156,20250910-14:21:13.327,20250910-14:21:13.703,NVDA,1,1,177.83,177.208000,ID1516
ID343149,20250910-14:21:13.105,20250910-14:21:13.888,GLE,1,50,1.33,1.330000,ID1516
ID185389,20250910-12:07:15.990,20250910-14:21:14.295,WGRX,1,500,1.55,1.550000,ID1516
ID343174,20250910-14:21:14.483,20250910-14:21:14.607,NET,2,2,221.86,221.860000,ID1516
ID343178,20250910-14:21:14.599,20250910-14:21:14.736,INHD,1,29,5.8,5.799300,ID1516
ID342854,20250910-14:21:01.802,20250910-14:21:16.046,EDHL,2,250,0.97,0.970000,ID1516
ID343204,20250910-14:21:15.941,20250910-14:21:16.046,EDHL,1,1000,0.97,0.970000,ID1516
ID342881,20250910-14:21:02.743,20250910-14:21:16.053,AEHL,2,60,5.86,5.860000,ID1516
ID329965,20250910-14:13:11.515,20250910-14:21:16.505,NIO,1,500,5.65,5.650000,ID1516
ID343216,20250910-14:21:16.556,20250910-14:21:16.795,AEHL,2,340,5.82,5.820000,ID1516
ID343097,20250910-14:21:11.563,20250910-14:21:17.698,SIRI,1,2,24.01,24.010000,ID1516
ID343141,20250910-14:21:12.935,20250910-14:21:18.102,MWYN,2,300,2.19,2.190000,ID1516
ID343230,20250910-14:21:17.282,20250910-14:21:18.102,MWYN,2,100,2.19,2.190000,ID1516
ID343079,20250910-14:21:11.112,20250910-14:21:18.102,MWYN,2,300,2.19,2.190000,ID1516
ID343243,20250910-14:21:17.846,20250910-14:21:18.215,IBIT,2,7,64.92,64.920700,
ID343242,20250910-14:21:17.846,20250910-14:21:18.215,IBIT,2,7,64.92,64.920700,ID1516
ID342492,20250910-14:20:47.355,20250910-14:21:19.155,MWYN,2,503,2.2,2.200000,ID1516
ID343041,20250910-14:21:09.572,20250910-14:21:19.155,MWYN,2,137,2.2,2.200000,ID1516
ID342966,20250910-14:21:06.185,20250910-14:21:19.155,MWYN,2,100,2.2,2.200000,ID1516
ID342763,20250910-14:20:58.415,20250910-14:21:19.382,TSLA,2,1,350.17,350.170000,ID1516
ID338751,20250910-14:18:25.833,20250910-14:21:19.562,ZONE,2,12,4.08,4.080000,ID1516
ID341882,20250910-14:20:26.030,20250910-14:21:20.073,MWYN,2,214,2.22,2.220000,ID1516
ID342076,20250910-14:20:33.804,20250910-14:21:20.073,MWYN,2,1297,2.22,2.220000,ID1516
ID333577,20250910-14:15:08.396,20250910-14:21:20.279,MWYN,2,10,2.23,2.230000,ID1516
ID342860,20250910-14:21:02.052,20250910-14:21:21.027,MWYN,2,1200,2.25,2.250000,ID1516
ID343346,20250910-14:21:22.109,20250910-14:21:22.775,GNLN,2,100,3.3,3.304125,ID1516
ID341863,20250910-14:20:25.616,20250910-14:21:23.367,PLTR,1,5,166.56,166.560000,ID1516
ID343376,20250910-14:21:23.047,20250910-14:21:23.415,NIO,2,125,5.65,5.650200,ID1516
ID343404,20250910-14:21:23.658,20250910-14:21:24.026,RBNE,1,20,3.05,3.040000,ID1516
ID343397,20250910-14:21:23.419,20250910-14:21:25.064,TECK,2,20,40.14,40.140000,ID1516
ID342086,20250910-14:20:33.991,20250910-14:21:25.375,PTNM,1,696,6.5,6.500000,ID1516
ID343429,20250910-14:21:24.661,20250910-14:21:25.377,CWVX,1,133,16.05,16.050000,ID1516
ID343308,20250910-14:21:20.552,20250910-14:21:25.907,CRWV,2,3,119.5,119.500000,ID1516
ID343467,20250910-14:21:25.925,20250910-14:21:26.148,NVDL,1,2,85.37,85.370000,ID1516
ID343389,20250910-14:21:23.310,20250910-14:21:26.268,UBER,1,17,94.84,94.840000,ID1516
ID328495,20250910-14:12:21.576,20250910-14:21:26.571,MWYN,2,50,2.3,2.300000,ID1516
ID329685,20250910-14:13:00.778,20250910-14:21:26.571,MWYN,2,45,2.3,2.300000,ID1516
ID331645,20250910-14:14:06.714,20250910-14:21:26.571,MWYN,2,33,2.3,2.300000,ID1516
ID333885,20250910-14:15:20.891,20250910-14:21:26.572,MWYN,2,800,2.3,2.300000,ID1516
ID334984,20250910-14:16:03.509,20250910-14:21:26.572,MWYN,2,835,2.3,2.300000,ID1516
ID332143,20250910-14:14:21.813,20250910-14:21:26.572,MWYN,2,50,2.3,2.300000,ID1516
ID338938,20250910-14:18:33.203,20250910-14:21:26.572,MWYN,2,10071,2.3,2.300000,ID1516
ID339098,20250910-14:18:40.066,20250910-14:21:26.572,MWYN,2,50,2.3,2.300000,ID1516
ID340803,20250910-14:19:44.700,20250910-14:21:26.572,MWYN,2,151,2.3,2.300000,ID1516
ID343145,20250910-14:21:12.996,20250910-14:21:26.572,MWYN,2,100,2.3,2.300000,ID1516
ID343521,20250910-14:21:27.878,20250910-14:21:28.043,MWYN,2,10,2.25,2.290500,ID1516
ID343305,20250910-14:21:20.508,20250910-14:21:28.352,TSLA,1,47,349.99,349.990000,ID1516
ID343506,20250910-14:21:27.525,20250910-14:21:28.589,NVFY,2,500,4.8,4.830000,ID1516
ID343550,20250910-14:21:30.230,20250910-14:21:30.494,INHD,1,133,5.78,5.780000,ID1516
ID343559,20250910-14:21:30.436,20250910-14:21:30.599,YAAS,1,7000,0.0689,0.068900,ID1516
ID343538,20250910-14:21:28.373,20250910-14:21:30.954,ORCL,1,4,335.1,335.100000,ID1516
ID343082,20250910-14:21:11.313,20250910-14:21:31.670,ORCL,1,12,335,335.000000,ID1516
