OrderID,OrderTransactTime,ExecutionTransactTime,Symbol,Side,OrderQty,LimitPrice,AvgPx,LastMkt
ID1542,20250910-08:00:00.377,20250910-08:00:00.509,YANG,1,27,23.7,23.170000,ID1516
ID1572,20250910-08:00:00.450,20250910-08:00:00.692,IREN,1,30,31.29,31.290000,ID1516
ID1632,20250910-08:00:00.747,20250910-08:00:00.982,DJT,2,53,16.91,16.910000,ID1516
ID1711,20250910-08:00:00.866,20250910-08:00:01.006,AMD,2,80,159.56,160.110000,ID1516
ID1732,20250910-08:00:00.920,20250910-08:00:01.042,SOFI,2,4,25.86,25.890000,ID1516
ID1770,20250910-08:00:00.983,20250910-08:00:01.156,WOLF,1,100,1.82,1.800000,ID1516
ID1815,20250910-08:00:01.147,20250910-08:00:01.264,YINN,2,100,50.2,51.540000,ID1516
ID1832,20250910-08:00:01.195,20250910-08:00:01.324,NIO,1,1,6.26,6.030000,ID1516
ID1836,20250910-08:00:01.196,20250910-08:00:01.334,NIO,1,1,6.26,6.030000,ID1516
ID1863,20250910-08:00:01.260,20250910-08:00:01.709,EVH,2,704,9.99,9.990000,ID1516
ID2053,20250910-08:00:01.885,20250910-08:00:02.016,TTD,1,30,52.25,51.600000,ID1516
ID2052,20250910-08:00:01.864,20250910-08:00:02.016,REVB,1,200,2.6,2.597000,ID1516
ID2097,20250910-08:00:01.947,20250910-08:00:02.089,CETX,1,11,0.84,0.839400,ID1516
ID2098,20250910-08:00:01.964,20250910-08:00:02.089,RMTI,1,40,1.8,1.790000,ID1516
ID2022,20250910-08:00:01.764,20250910-08:00:02.245,BIYA,1,1000,0.763,0.763000,ID1516
ID2009,20250910-08:00:01.684,20250910-08:00:02.245,BIYA,1,29,0.763,0.763000,ID1516
ID2152,20250910-08:00:02.199,20250910-08:00:02.324,ASST,2,3,10.2,11.100000,ID1516
ID2172,20250910-08:00:02.243,20250910-08:00:02.597,CDTG,2,1065,1.4,1.490000,ID1516
ID2177,20250910-08:00:02.263,20250910-08:00:02.597,CDTG,2,505,1.48,1.490000,ID1516
ID2169,20250910-08:00:02.226,20250910-08:00:02.597,ASST,2,33,10,10.817576,ID1516
ID2174,20250910-08:00:02.252,20250910-08:00:02.597,WLDS,2,50,2.2,2.200000,ID1516
ID2181,20250910-08:00:02.296,20250910-08:00:02.598,EQ,2,4,1.82,1.840000,ID1516
ID2269,20250910-08:00:02.501,20250910-08:00:02.749,CUPR,2,470,2.46,2.600000,ID1516
ID2289,20250910-08:00:02.521,20250910-08:00:02.753,CUPR,2,35,2.5,2.600000,ID1516
ID2300,20250910-08:00:02.526,20250910-08:00:02.753,CUPR,1,98,2.66,2.600000,ID1516
ID2270,20250910-08:00:02.504,20250910-08:00:02.755,CUPR,2,65,2.6,2.600000,ID1516
ID2431,20250910-08:00:02.870,20250910-08:00:03.014,BIYA,1,508,0.763,0.720000,ID1516
ID2458,20250910-08:00:02.902,20250910-08:00:03.033,RMTI,1,6,1.8,1.790000,ID1516
ID2272,20250910-08:00:02.509,20250910-08:00:03.086,CUPR,2,2000,2.6,2.600000,ID1516
ID2287,20250910-08:00:02.514,20250910-08:00:03.086,CUPR,2,70,2.6,2.600000,ID1516
ID2488,20250910-08:00:02.922,20250910-08:00:03.110,BIYA,1,31,0.7705,0.720000,ID1516
ID2489,20250910-08:00:02.925,20250910-08:00:03.110,MASK,1,250,0.7799,0.771100,ID1516
ID2116,20250910-08:00:01.983,20250910-08:00:03.240,EPWK,2,7,0.39,0.390000,ID1516
ID2515,20250910-08:00:03.081,20250910-08:00:03.240,EPWK,1,7,0.39,0.390000,ID1516
ID2516,20250910-08:00:03.083,20250910-08:00:03.240,RMTI,1,56,1.8,1.790000,ID1516
ID2523,20250910-08:00:03.115,20250910-08:00:03.241,RMTI,1,100,1.8,1.790000,ID1516
ID2623,20250910-08:00:03.394,20250910-08:00:03.514,RMTI,1,1000,1.8,1.798020,ID1516
ID2641,20250910-08:00:03.458,20250910-08:00:03.631,GNPX,2,700,0.205,0.205200,ID1516
ID2498,20250910-08:00:03.054,20250910-08:00:03.732,BIYA,1,683,0.763,0.730640,ID1516
ID2715,20250910-08:00:03.587,20250910-08:00:03.732,BIYA,2,322,0.7,0.728565,ID1516
ID2555,20250910-08:00:03.137,20250910-08:00:03.734,BIYA,1,4,0.763,0.763000,ID1516
ID2742,20250910-08:00:03.676,20250910-08:00:03.796,BIYA,2,13,0.7,0.700200,ID1516
ID2756,20250910-08:00:03.710,20250910-08:00:03.852,BILI,2,2,25,25.320000,ID1516
ID2789,20250910-08:00:03.792,20250910-08:00:03.955,SBET,2,50,16.8,16.810000,ID1516
ID2336,20250910-08:00:02.586,20250910-08:00:03.972,JBDI,2,457,2,2.000000,ID1516
ID2830,20250910-08:00:03.845,20250910-08:00:04.033,AI,1,6,15.93,15.860000,ID1516
ID2864,20250910-08:00:03.977,20250910-08:00:04.166,ULTY,1,10,5.59,5.590000,ID1516
ID2891,20250910-08:00:04.033,20250910-08:00:04.167,UAVS,1,300,1.94,1.920000,ID1516
ID2916,20250910-08:00:04.077,20250910-08:00:04.249,COIN,2,1,320,320.010000,ID1516
ID2918,20250910-08:00:04.091,20250910-08:00:04.250,RMTI,1,63,1.8,1.800000,ID1516
ID2950,20250910-08:00:04.105,20250910-08:00:04.285,SMCI,2,40,43.6,43.600000,ID1516
ID2973,20250910-08:00:04.494,20250910-08:00:04.607,NBIS,1,79,96.55,96.469620,ID1516
ID3005,20250910-08:00:04.535,20250910-08:00:04.651,BIYA,1,100,0.763,0.720000,ID1516
ID3006,20250910-08:00:04.537,20250910-08:00:04.651,NIO,1,2,6.26,6.030000,ID1516
ID3055,20250910-08:00:04.596,20250910-08:00:04.852,NVDA,2,35,173.15,173.340000,ID1516
ID3060,20250910-08:00:04.636,20250910-08:00:04.854,JBDI,1,51,2,1.994118,ID1516
ID3110,20250910-08:00:04.710,20250910-08:00:04.863,RMTI,1,6,1.8,1.800000,ID1516
ID3124,20250910-08:00:04.726,20250910-08:00:04.866,YANG,1,5,23.4,23.190000,ID1516
ID3193,20250910-08:00:04.869,20250910-08:00:05.075,LCID,2,3,19.29,19.290000,ID1516
ID3230,20250910-08:00:04.904,20250910-08:00:05.092,AUR,2,3,5.7,5.740000,ID1516
ID3234,20250910-08:00:04.906,20250910-08:00:05.092,RMTI,1,8,1.8,1.800000,ID1516
ID3298,20250910-08:00:04.992,20250910-08:00:05.133,RMTI,1,100,1.8,1.800000,ID1516
ID3352,20250910-08:00:05.159,20250910-08:00:05.293,ZONE,2,24,4.25,4.250000,ID1516
ID3451,20250910-08:00:05.445,20250910-08:00:05.555,JBDI,1,67,2.2,2.000000,ID1516
ID3455,20250910-08:00:05.446,20250910-08:00:05.564,RMTI,1,40,1.8,1.800000,ID1516
ID3465,20250910-08:00:05.472,20250910-08:00:05.589,WLDS,1,10,2.3,2.160000,ID1516
ID3469,20250910-08:00:05.491,20250910-08:00:05.601,BIYA,1,20,0.765,0.720000,ID1516
ID1866,20250910-08:00:01.286,20250910-08:00:05.642,WRD,1,100,9.5,9.500000,ID1516
ID2729,20250910-08:00:03.596,20250910-08:00:05.990,BIYA,2,385,0.72,0.720447,ID1516
ID3558,20250910-08:00:05.872,20250910-08:00:05.990,BIYA,1,500,0.763,0.729608,ID1516
ID3390,20250910-08:00:05.261,20250910-08:00:06.106,DSY,2,120,2.29,2.290000,ID1516
ID3607,20250910-08:00:06.073,20250910-08:00:06.186,AUR,2,1,5.74,5.740000,ID1516
ID3686,20250910-08:00:06.384,20250910-08:00:06.496,SMCY,1,1,15.11,15.110000,ID1516
ID3722,20250910-08:00:06.521,20250910-08:00:06.633,RMTI,1,6,1.8,1.800000,ID1516
ID2168,20250910-08:00:02.224,20250910-08:00:06.635,ASST,2,720,12,12.000000,ID1516
ID3457,20250910-08:00:05.448,20250910-08:00:06.718,UNH,1,6,347.92,347.920000,ID1516
ID3849,20250910-08:00:07.107,20250910-08:00:07.218,RMTI,1,28,1.8,1.800000,ID1516
ID3848,20250910-08:00:07.105,20250910-08:00:07.240,ASST,2,5,12.5,12.500000,ID1516
ID3856,20250910-08:00:07.129,20250910-08:00:07.240,CONL,2,80,34.6,34.600750,ID1516
ID2352,20250910-08:00:02.621,20250910-08:00:07.300,DSY,2,223,2.53,2.530000,ID1516
ID3892,20250910-08:00:07.255,20250910-08:00:07.368,RMTI,1,54,1.8,1.800000,ID1516
ID3896,20250910-08:00:07.266,20250910-08:00:07.379,SMCY,1,15,15.11,15.110000,ID1516
ID3901,20250910-08:00:07.288,20250910-08:00:07.402,RMTI,1,57,1.8,1.800000,ID1516
ID3963,20250910-08:00:07.474,20250910-08:00:07.585,AUR,2,6,5.73,5.740000,ID1516
ID3972,20250910-08:00:07.502,20250910-08:00:07.614,RMTI,1,1325,1.8,1.800000,ID1516
ID4056,20250910-08:00:07.847,20250910-08:00:07.955,BIYA,1,150,0.763,0.740100,ID1516
ID2521,20250910-08:00:03.105,20250910-08:00:08.234,JEM,1,293,0.7298,0.729800,ID1516
ID3040,20250910-08:00:04.591,20250910-08:00:08.235,JEM,1,50,0.7297,0.729700,ID1516
ID3872,20250910-08:00:07.161,20250910-08:00:08.499,EPWK,1,50,0.39,0.390000,ID1516
ID2273,20250910-08:00:02.512,20250910-08:00:08.665,CUPR,2,87,2.63,2.630000,ID1516
ID4200,20250910-08:00:08.569,20250910-08:00:08.681,MVST,2,1,2.81,2.810000,ID1516
ID4233,20250910-08:00:08.718,20250910-08:00:08.827,TSSI,1,20,14.69,14.690000,ID1516
ID4316,20250910-08:00:09.012,20250910-08:00:09.121,PT,2,8,1.1,1.130000,ID1516
ID4321,20250910-08:00:09.019,20250910-08:00:09.127,STFS,1,404,0.1525,0.152375,ID1516
ID2642,20250910-08:00:03.473,20250910-08:00:09.231,EWY,2,3,76,76.000000,ID1516
ID4408,20250910-08:00:09.373,20250910-08:00:09.483,NAKA,1,500,7.06,6.911220,ID1516
ID4438,20250910-08:00:09.479,20250910-08:00:09.589,UFG,1,4,8.91,8.910000,ID1516
ID3191,20250910-08:00:04.859,20250910-08:00:09.982,ASST,2,464,12.6,12.600000,ID1516
ID4632,20250910-08:00:10.262,20250910-08:00:10.369,RMTI,1,24,1.8,1.800000,ID1516
ID4682,20250910-08:00:10.533,20250910-08:00:10.638,IXHL,1,3,0.54,0.540000,ID1516
ID4858,20250910-08:00:11.236,20250910-08:00:11.340,PRPH,2,20,0.5151,0.536400,ID1516
ID4875,20250910-08:00:11.332,20250910-08:00:11.435,YXT,1,200,1.01,0.998000,ID1516
ID4885,20250910-08:00:11.396,20250910-08:00:11.501,KAPA,2,20,1.89,1.910000,ID1516
ID3481,20250910-08:00:05.508,20250910-08:00:11.567,MASK,1,41,0.7799,0.779900,ID1516
ID4981,20250910-08:00:11.790,20250910-08:00:11.894,MCTR,2,100,2.52,2.520000,ID1516
ID4319,20250910-08:00:09.018,20250910-08:00:11.957,KAPA,1,120,1.91,1.910000,ID1516
ID5031,20250910-08:00:12.039,20250910-08:00:12.145,NAKA,1,10,7.06,6.910000,ID1516
ID5057,20250910-08:00:12.176,20250910-08:00:12.279,NAKA,1,1,7.06,6.910000,ID1516
ID5062,20250910-08:00:12.188,20250910-08:00:12.298,KAPA,1,1,1.89,1.840000,ID1516
ID5066,20250910-08:00:12.213,20250910-08:00:12.326,DSY,1,3,2.5,2.440000,ID1516
ID5082,20250910-08:00:12.339,20250910-08:00:12.443,UPST,2,5,67.56,67.720000,ID1516
ID5106,20250910-08:00:12.439,20250910-08:00:12.545,STEC,1,50,2.28,2.190000,ID1516
ID5125,20250910-08:00:12.506,20250910-08:00:12.613,DUO,1,5,3.56,3.530000,ID1516
ID5129,20250910-08:00:12.533,20250910-08:00:12.639,HIVE,2,300,3.04,3.079400,ID1516
ID5155,20250910-08:00:12.607,20250910-08:00:12.712,EQ,2,6,1.83,1.850000,ID1516
ID5188,20250910-08:00:12.750,20250910-08:00:12.853,NAKA,1,10,7,6.910000,ID1516
ID3444,20250910-08:00:05.415,20250910-08:00:13.454,MCTR,1,46,2.52,2.520000,ID1516
ID2188,20250910-08:00:02.354,20250910-08:00:13.454,MCTR,1,157,2.52,2.520000,ID1516
ID2556,20250910-08:00:03.139,20250910-08:00:13.454,MCTR,1,2,2.52,2.520000,ID1516
ID3484,20250910-08:00:05.549,20250910-08:00:13.454,MCTR,1,115,2.52,2.520000,ID1516
ID4497,20250910-08:00:09.699,20250910-08:00:13.454,MCTR,1,9,2.52,2.520000,ID1516
ID4645,20250910-08:00:10.318,20250910-08:00:13.454,MCTR,1,2,2.52,2.520000,ID1516
ID5099,20250910-08:00:12.402,20250910-08:00:13.454,MCTR,1,44,2.52,2.520000,ID1516
ID4843,20250910-08:00:11.133,20250910-08:00:13.454,MCTR,1,400,2.52,2.520000,ID1516
ID5226,20250910-08:00:12.886,20250910-08:00:13.454,MCTR,1,2,2.52,2.520000,ID1516
ID4641,20250910-08:00:10.305,20250910-08:00:13.541,CUPR,2,500,3,3.000000,ID1516
ID5343,20250910-08:00:13.520,20250910-08:00:13.623,CIGL,2,1,5.54,5.540000,ID1516
ID5141,20250910-08:00:12.546,20250910-08:00:13.634,AMIX,2,14,1.18,1.180000,ID1516
ID5362,20250910-08:00:13.568,20250910-08:00:13.677,CUPR,2,17,2.99,3.020000,ID1516
ID5383,20250910-08:00:13.598,20250910-08:00:13.702,SKBL,2,9,1.79,1.800000,ID1516
ID5384,20250910-08:00:13.630,20250910-08:00:13.734,ALTS,2,1,3.93,3.930000,ID1516
ID5443,20250910-08:00:13.887,20250910-08:00:13.989,DSY,2,10,2.1,2.400000,ID1516
ID5200,20250910-08:00:12.824,20250910-08:00:14.047,CUPR,2,50,3.1,3.100000,ID1516
ID5477,20250910-08:00:13.998,20250910-08:00:14.100,XHG,1,572,1.31,1.292133,ID1516
ID5506,20250910-08:00:14.079,20250910-08:00:14.181,MCTR,1,53,2.54,2.520000,ID1516
ID5400,20250910-08:00:13.699,20250910-08:00:14.183,CPRT,2,3,47.9,47.900000,ID1516
ID5521,20250910-08:00:14.154,20250910-08:00:14.257,SATS,2,1,83.2,84.000000,ID1516
ID5560,20250910-08:00:14.346,20250910-08:00:14.459,MCTR,1,2,2.52,2.520000,ID1516
ID3779,20250910-08:00:06.787,20250910-08:00:14.460,SBLX,1,200,6.41,6.395000,ID1516
ID4248,20250910-08:00:08.759,20250910-08:00:14.602,DUO,2,53,3.53,3.530000,ID1516
ID5618,20250910-08:00:14.630,20250910-08:00:14.733,CWD,2,57,7.68,7.680000,ID1516
ID5621,20250910-08:00:14.642,20250910-08:00:14.745,RMTI,1,31,1.81,1.810000,ID1516
ID5652,20250910-08:00:14.767,20250910-08:00:14.868,VERI,1,200,3.9,3.787500,ID1516
ID4044,20250910-08:00:07.808,20250910-08:00:15.070,BABA,1,100,146.75,146.750000,ID1516
ID3745,20250910-08:00:06.610,20250910-08:00:15.153,BABA,2,1,146.84,146.840000,ID1516
ID5719,20250910-08:00:15.088,20250910-08:00:15.197,EPWK,1,100,0.3864,0.362800,ID1516
ID5740,20250910-08:00:15.588,20250910-08:00:15.695,BOX,2,13,33.32,33.440000,ID1516
ID4342,20250910-08:00:09.100,20250910-08:00:17.149,AEHL,2,296,4.52,4.520000,ID1516
ID5763,20250910-08:00:17.310,20250910-08:00:17.412,CWD,1,297,9.11,7.897239,ID1516
ID5753,20250910-08:00:17.033,20250910-08:00:17.464,CUPR,2,110,3.75,3.750000,ID1516
ID2148,20250910-08:00:02.190,20250910-08:00:18.298,CGTL,1,111,0.6,0.600000,ID1516
ID5786,20250910-08:00:18.426,20250910-08:00:18.527,BINI,2,416,0.12,0.125000,ID1516
ID5791,20250910-08:00:18.615,20250910-08:00:18.728,JBDI,1,400,2.49,2.360000,ID1516
ID5095,20250910-08:00:12.397,20250910-08:00:19.129,HERZ,1,5,2.52,2.520000,ID1516
ID5816,20250910-08:00:20.312,20250910-08:00:20.417,JBDI,1,112,2.35,2.300000,ID1516
ID5016,20250910-08:00:11.999,20250910-08:00:21.984,ZONE,1,10,4.36,4.360000,ID1516
ID5853,20250910-08:00:22.866,20250910-08:00:22.968,ASST,1,43,14.44,14.420000,ID1516
ID5465,20250910-08:00:13.955,20250910-08:00:23.881,ASST,2,719,15,15.000000,ID1516
ID5901,20250910-08:00:24.423,20250910-08:00:24.528,CWVX,2,66,12.78,12.810000,ID1516
ID5910,20250910-08:00:24.774,20250910-08:00:24.875,CUPR,1,40,3.93,3.860000,ID1516
ID5915,20250910-08:00:24.776,20250910-08:00:24.878,JBDI,1,250,2.34,2.300000,ID1516
ID5862,20250910-08:00:23.108,20250910-08:00:25.173,CUPR,1,19,3.83,3.830000,ID1516
ID5881,20250910-08:00:24.025,20250910-08:00:25.173,CUPR,1,34,3.83,3.830000,ID1516
ID5934,20250910-08:00:25.234,20250910-08:00:25.610,CUPR,1,48,3.83,3.830000,ID1516
ID5758,20250910-08:00:17.106,20250910-08:00:26.823,CDTG,2,2000,1.5,1.500000,ID1516
ID5955,20250910-08:00:27.204,20250910-08:00:27.308,WLDS,1,163,2.31,2.180000,ID1516
ID4277,20250910-08:00:08.853,20250910-08:00:28.547,WLDS,1,1300,2.14,2.140000,ID1516
ID5987,20250910-08:00:29.009,20250910-08:00:29.111,BEKE,5,500,20.3,20.324560,ID1516
ID1935,20250910-08:00:01.599,20250910-08:00:29.430,CWD,1,213,7.45,7.450000,ID1516
ID3439,20250910-08:00:05.402,20250910-08:00:29.662,PSQH,1,28,1.9,1.900000,ID1516
ID5937,20250910-08:00:25.477,20250910-08:00:30.464,NVDA,2,491,173.5,173.500000,ID1516
ID2439,20250910-08:00:02.887,20250910-08:00:31.036,CNC,1,2,31.23,31.230000,ID1516
ID6032,20250910-08:00:30.953,20250910-08:00:31.056,ASST,2,6,15,17.040000,ID1516
ID6037,20250910-08:00:30.971,20250910-08:00:31.074,BABA,1,96,146.75,146.750000,ID1516
ID2459,20250910-08:00:02.905,20250910-08:00:31.388,CWD,1,10,7.36,7.360000,ID1516
ID6058,20250910-08:00:31.736,20250910-08:00:31.838,CUPR,2,65,3.3,4.077846,ID1516
ID6000,20250910-08:00:29.767,20250910-08:00:32.368,KAPA,2,500,1.8,1.800000,ID1516
ID6080,20250910-08:00:32.878,20250910-08:00:33.145,CUPR,1,369,4.13,4.130000,ID1516
ID6087,20250910-08:00:33.223,20250910-08:00:33.325,JBDI,1,500,2.25,2.118600,ID1516
ID5712,20250910-08:00:15.029,20250910-08:00:33.707,LNKS,1,100,0.6,0.600000,ID1516
ID3319,20250910-08:00:05.063,20250910-08:00:34.044,UL,1,2,62.98,62.980000,ID1516
ID6103,20250910-08:00:34.249,20250910-08:00:34.353,CUPR,2,150,3.94,4.123333,ID1516
ID6121,20250910-08:00:34.690,20250910-08:00:34.792,JBDI,1,109,2.24,2.100000,ID1516
ID6134,20250910-08:00:35.260,20250910-08:00:35.360,WLDS,1,200,2.31,2.120000,ID1516
ID6143,20250910-08:00:35.678,20250910-08:00:35.782,JBDI,1,101,2.18,2.082178,ID1516
ID6153,20250910-08:00:36.434,20250910-08:00:36.535,CUPR,2,800,4,4.111450,ID1516
ID6164,20250910-08:00:36.684,20250910-08:00:36.787,BIYA,1,136,0.763,0.763000,ID1516
ID6169,20250910-08:00:36.833,20250910-08:00:36.934,JEM,2,147,0.7103,0.710300,ID1516
ID6174,20250910-08:00:36.964,20250910-08:00:37.064,CUPR,1,98,4.19,4.140000,ID1516
ID6224,20250910-08:00:38.231,20250910-08:00:38.331,WLDS,2,100,2,2.000000,ID1516
ID4426,20250910-08:00:09.435,20250910-08:00:38.745,F,2,1,11.5,11.500000,ID1516
ID5277,20250910-08:00:13.206,20250910-08:00:39.097,BIYA,1,683,0.763,0.763000,ID1516
ID5677,20250910-08:00:14.861,20250910-08:00:39.097,BIYA,1,15,0.763,0.763000,ID1516
ID5673,20250910-08:00:14.850,20250910-08:00:39.097,BIYA,1,2,0.763,0.763000,ID1516
ID6259,20250910-08:00:38.996,20250910-08:00:39.098,BIYA,2,1041,0.72,0.720019,ID1516
ID6281,20250910-08:00:39.334,20250910-08:00:39.435,SOXL,2,1500,27.91,27.910013,ID1516
ID2460,20250910-08:00:02.907,20250910-08:00:39.851,SNAP,2,8,7.26,7.260000,ID1516
ID4926,20250910-08:00:11.542,20250910-08:00:39.851,SNAP,5,5,7.26,7.260000,ID1516
ID4854,20250910-08:00:11.177,20250910-08:00:39.851,SNAP,2,8,7.26,7.260000,ID1516
ID5121,20250910-08:00:12.488,20250910-08:00:39.851,SNAP,2,3,7.26,7.260000,ID1516
ID5375,20250910-08:00:13.588,20250910-08:00:39.851,SNAP,2,8,7.26,7.260000,ID1516
ID5355,20250910-08:00:13.535,20250910-08:00:39.851,SNAP,2,3,7.26,7.260000,ID1516
ID4973,20250910-08:00:11.771,20250910-08:00:39.851,SNAP,2,8,7.26,7.260000,ID1516
ID5356,20250910-08:00:13.567,20250910-08:00:39.851,SNAP,2,3,7.26,7.260000,ID1516
ID6161,20250910-08:00:36.622,20250910-08:00:40.084,NVDA,1,13,173.51,173.510000,ID1516
ID6316,20250910-08:00:40.726,20250910-08:00:40.826,CUPR,1,350,4.2,4.150000,ID1516
ID6111,20250910-08:00:34.404,20250910-08:00:41.290,CUPR,2,1251,4.2,4.200000,ID1516
ID6312,20250910-08:00:40.717,20250910-08:00:41.691,CUPR,2,300,4.22,4.220000,ID1516
ID6356,20250910-08:00:43.201,20250910-08:00:43.304,ASST,1,800,20,19.534388,ID1516
ID6380,20250910-08:00:43.697,20250910-08:00:43.797,ORCL,2,2,312.24,313.040000,ID1516
ID5592,20250910-08:00:14.497,20250910-08:00:44.133,PN,1,50,0.9899,0.989900,ID1516
ID6233,20250910-08:00:38.452,20250910-08:00:44.363,AEHL,2,1,4.87,4.870000,ID1516
ID6401,20250910-08:00:44.560,20250910-08:00:44.660,CUPR,2,100,4.11,4.400000,ID1516
ID6425,20250910-08:00:45.455,20250910-08:00:45.557,CDTG,1,141,1.41,1.370000,ID1516
ID6443,20250910-08:00:45.804,20250910-08:00:45.903,LGCL,2,91,0.52,0.560100,ID1516
ID6455,20250910-08:00:46.592,20250910-08:00:46.692,SOLT,2,71,27.59,27.590000,ID1516
ID6491,20250910-08:00:48.436,20250910-08:00:48.540,CUPR,1,50,4.57,4.523800,ID1516
ID6497,20250910-08:00:48.827,20250910-08:00:48.927,CUPR,1,17,4.61,4.560000,ID1516
ID6179,20250910-08:00:37.071,20250910-08:00:48.964,JBDI,1,245,2,2.000000,ID1516
ID6503,20250910-08:00:49.168,20250910-08:00:49.268,CUPR,1,21,4.61,4.570000,ID1516
ID4181,20250910-08:00:08.423,20250910-08:00:49.274,LGCL,1,7,0.561,0.561000,ID1516
ID6476,20250910-08:00:47.791,20250910-08:00:49.305,ASST,1,78,19.33,19.330000,ID1516
ID6529,20250910-08:00:50.129,20250910-08:00:50.263,ASST,2,12,19.33,19.330000,ID1516
ID6538,20250910-08:00:50.732,20250910-08:00:50.832,CUPR,1,42,4.61,4.600000,ID1516
ID6558,20250910-08:00:52.120,20250910-08:00:52.220,JBDI,1,159,2.02,1.920000,ID1516
ID6470,20250910-08:00:47.669,20250910-08:00:52.562,ASST,1,7,18.21,18.210000,ID1516
ID6570,20250910-08:00:52.473,20250910-08:00:52.572,MASK,2,1000,0.7799,0.779900,ID1516
ID6603,20250910-08:00:54.115,20250910-08:00:54.216,FFAI,1,150,1.75,1.740000,ID1516
ID6607,20250910-08:00:54.273,20250910-08:00:54.374,ASST,1,7,19.33,18.540000,ID1516
ID5414,20250910-08:00:13.776,20250910-08:00:55.455,XAIR,1,19,2.56,2.560000,ID1516
ID6651,20250910-08:00:56.214,20250910-08:00:56.315,FLYE,2,99,0.6598,0.752100,ID1516
ID2851,20250910-08:00:03.962,20250910-08:00:56.819,JBDI,1,68,1.8,1.800000,ID1516
ID3126,20250910-08:00:04.748,20250910-08:00:56.986,TNYA,1,69,1.31,1.310000,ID1516
ID6688,20250910-08:00:57.626,20250910-08:00:57.728,ASST,1,40,19.3,17.930000,ID1516
ID6693,20250910-08:00:57.895,20250910-08:00:57.996,WLDS,1,200,1.98,1.920000,ID1516
ID3242,20250910-08:00:04.910,20250910-08:00:58.006,MCTR,1,5,2.5,2.500000,ID1516
ID2951,20250910-08:00:04.108,20250910-08:00:58.586,CDTG,1,100,1.3,1.300000,ID1516
ID6728,20250910-08:00:58.664,20250910-08:00:58.765,BILI,2,15,25.32,25.350000,ID1516
ID6754,20250910-08:00:59.981,20250910-08:01:00.081,ASST,1,259,19.33,18.200000,ID1516
ID4811,20250910-08:00:11.044,20250910-08:01:00.102,CDTG,1,400,1.3,1.300000,ID1516
ID6616,20250910-08:00:55.043,20250910-08:01:00.532,CUPR,2,2000,5,5.000000,ID1516
ID6612,20250910-08:00:55.028,20250910-08:01:00.532,CUPR,2,72,5,5.000000,ID1516
ID6674,20250910-08:00:57.200,20250910-08:01:00.716,CUPR,2,816,5,5.000000,ID1516
ID6785,20250910-08:01:00.909,20250910-08:01:01.378,ASST,2,200,18,18.000000,ID1516
ID6829,20250910-08:01:01.629,20250910-08:01:01.735,EPWK,2,12,0.35,0.350000,ID1516
ID6836,20250910-08:01:02.433,20250910-08:01:02.545,CUPR,2,300,4.6,5.207333,ID1516
ID6847,20250910-08:01:02.473,20250910-08:01:02.586,BIYA,1,20,0.763,0.730100,ID1516
ID6866,20250910-08:01:03.307,20250910-08:01:03.417,CUPR,2,984,5,5.178618,ID1516
ID6879,20250910-08:01:03.349,20250910-08:01:03.498,CUPR,1,436,5.2,5.200000,ID1516
ID6887,20250910-08:01:03.739,20250910-08:01:03.851,JBDI,1,100,1.81,1.680000,ID1516
ID4551,20250910-08:00:09.872,20250910-08:01:03.864,DUO,2,2,3.56,3.560000,ID1516
ID6851,20250910-08:01:02.547,20250910-08:01:04.104,ASST,2,18,18.17,18.170000,ID1516
ID5332,20250910-08:00:13.471,20250910-08:01:04.813,TNYA,1,163,1.3,1.300000,ID1516
ID6927,20250910-08:01:05.220,20250910-08:01:05.325,ASST,1,359,18,17.800000,ID1516
ID6822,20250910-08:01:01.615,20250910-08:01:05.500,CUPR,2,647,5.3,5.300000,ID1516
ID4954,20250910-08:00:11.682,20250910-08:01:05.974,YOUL,2,1000,2.06,2.060000,ID1516
ID2397,20250910-08:00:02.833,20250910-08:01:06.715,ULTY,1,49,5.58,5.580000,ID1516
ID2395,20250910-08:00:02.830,20250910-08:01:06.715,ULTY,1,2,5.58,5.580000,ID1516
ID4725,20250910-08:00:10.674,20250910-08:01:06.715,ULTY,1,1,5.58,5.580000,ID1516
ID3844,20250910-08:00:07.082,20250910-08:01:06.715,ULTY,1,3,5.58,5.580000,ID1516
ID6322,20250910-08:00:40.865,20250910-08:01:06.792,ASST,1,110,16.92,16.920000,ID1516
ID6984,20250910-08:01:07.316,20250910-08:01:07.423,ASST,1,10,18.15,16.400000,ID1516
ID6483,20250910-08:00:48.143,20250910-08:01:07.712,NVO,2,19,54.7,54.700000,ID1516
ID6989,20250910-08:01:07.670,20250910-08:01:07.774,WLDS,1,946,1.8,1.793615,ID1516
ID7010,20250910-08:01:08.428,20250910-08:01:08.531,ASST,1,349,18.15,15.621777,ID1516
ID7022,20250910-08:01:08.895,20250910-08:01:08.995,BIYA,1,50,0.763,0.730100,ID1516
ID7027,20250910-08:01:08.940,20250910-08:01:09.040,ASST,1,5,17.99,16.000000,ID1516
ID7033,20250910-08:01:09.808,20250910-08:01:09.914,CUPR,2,50,5.57,5.590000,ID1516
ID7040,20250910-08:01:09.908,20250910-08:01:10.014,JBDI,1,406,1.91,1.745468,ID1516
ID2051,20250910-08:00:01.862,20250910-08:01:10.689,ONCY,1,152,1.39,1.390000,ID1516
